Date,Open,High,Low,Close,Volume,sma_50,sma_200,sma_crossover,price_sma_ratio,rsi,macd,macd_hist,adx,obv
2020-11-06 00:00:00+00:00,944.7023301721256,946.4979507236555,929.3396702474452,932.7314453125,18897901,894.1332458496094,893.28221579159,0.8510300580193189,1.044162112290517,48.92368609002639,10.57566908331853,-2.032828922721105,18.771263357292547,10497027
2020-11-09 00:00:00+00:00,937.519760274594,964.454250438676,934.5270391452516,938.517333984375,10380394,896.0805090332032,894.1521219106821,1.9283871225210305,1.0496170740823054,51.39663181353632,10.15325653280138,-1.964193178590607,15.435870666323664,20877421
2020-11-10 00:00:00+00:00,931.334679987638,951.0307914734584,929.1400667975928,941.9089965820312,6235645,898.2871423339843,895.0531950176887,3.2339473162955983,1.052349739462599,55.59775093836673,9.97715988098082,-1.712231864328933,13.333825945884827,27113066
2020-11-11 00:00:00+00:00,941.9090517776552,959.4663236492272,935.5245560677764,958.46875,7872856,900.2264245605469,896.2275571469908,3.998867413556127,1.0694479793180485,60.86960970184607,11.046498561688963,-0.5143145468966317,13.461550677280371,34985922
2020-11-12 00:00:00+00:00,938.91631730763,965.252224735696,938.91631730763,951.2861938476562,6421000,902.2375341796876,897.228623268821,5.008910910866462,1.0602494940273868,53.68777705947543,11.1854460565105,-0.3002936416600761,12.653848579776955,28564922
2020-11-13 00:00:00+00:00,948.89205365623,957.0721696394944,942.90661184707,951.2861938476562,5814036,904.6357006835938,898.1939370291574,6.441763654436386,1.0591100146969432,53.44829223112318,11.16683858314832,-0.2551208920178052,10.79888857915634,28564922
2020-11-16 00:00:00+00:00,948.692650938698,952.3388122771952,940.1135409106948,943.1062622070312,5079902,906.2956652832032,898.9818725585938,7.313792724609357,1.0490826244614422,50.986918406459736,10.372472499260311,-0.8395895807246525,9.35051389860351,23485020
2020-11-17 00:00:00+00:00,940.3129631008902,949.8897073347804,920.7605425648496,933.9285278320312,7696288,907.9875537109376,899.584401097791,8.403152613146517,1.0381777704152373,57.40747769760288,8.89977413582369,-1.8498303553290183,8.747905101230364,15788732
2020-11-18 00:00:00+00:00,925.9479718926558,945.8994469996424,924.351817351855,939.7144775390624,6528810,909.6395385742188,900.2645718849311,9.37496668928759,1.0438203466915652,57.87557485947869,8.106085945819359,-2.11481483626668,8.069647974279317,22317542
2020-11-19 00:00:00+00:00,925.548810949639,939.7143688140576,924.3517104043104,930.7362060546876,6757615,911.2955114746094,900.7724324544272,10.523079020182308,1.0332645322177714,56.227760331698754,6.675658032437809,-2.836194199718584,7.4279108277177235,15559927
