Date,Open,High,Low,Close,Volume,sma_50,sma_200,sma_crossover,price_sma_ratio,rsi,macd,macd_hist,adx,obv
2020-11-06 00:00:00+00:00,4624.185518134197,4699.058988311241,4601.224320613237,4681.08935546875,4901018,4701.35896484375,4698.526874617034,2.832090226715991,0.9962887263149462,43.54773887936935,-41.77529945051356,-0.0328269462210926,36.38794722261751,17975184
2020-11-09 00:00:00+00:00,4727.011847599122,4854.795905992509,4695.425089176907,4710.04052734375,3256040,4706.517626953125,4698.748291015625,7.769335937499818,1.002403243508429,43.22258252190737,-31.76145352472304,7.984815183655542,36.21215825743421,21231224
2020-11-10 00:00:00+00:00,4668.110974718275,4727.011433980119,4623.18689562026,4673.1025390625,3219826,4711.616318359375,4698.264408903302,13.351909456073372,0.9946444329967636,48.599500500767,-26.50051400387838,10.596603763600156,35.58556379743674,18011398
2020-11-11 00:00:00+00:00,4664.118407641648,4801.885603757775,4658.128529549642,4774.93115234375,3739451,4716.615361328125,4699.684163411458,16.93119791666686,1.0160110735776915,53.64599797979682,-13.953614869625198,18.51480231828268,35.43451555449305,21750849
2020-11-12 00:00:00+00:00,4761.9522913490855,4825.844313706809,4755.962414253048,4788.90673828125,4239058,4722.213349609375,4701.306392045454,20.90695756392052,1.018633192336499,56.13497698161025,-2.8495461298871305,23.6950968464166,34.168831272805015,25989907
2020-11-13 00:00:00+00:00,4779.921994679801,4779.921994679801,4738.9911672399785,4740.98779296875,2936710,4728.66974609375,4702.014988490513,26.65475760323716,1.0082885325915876,56.13474889131394,2.060102357854703,22.883796267326744,33.203759183986804,23053197
2020-11-16 00:00:00+00:00,4770.937323600247,4770.937323600247,4632.171831241922,4634.16845703125,5901059,4731.153017578125,4700.824698464912,30.328319113213183,0.9858203090501484,47.42926659527464,-2.637984484174922,14.548567540237698,31.371322310340755,17152138
2020-11-17 00:00:00+00:00,4594.235916749384,4658.806969916677,4546.316898060994,4557.29833984375,4958425,4731.100654296875,4698.350106074892,32.75054822198308,0.9699784471044922,51.45849283220835,-12.420848372697035,3.812562921372468,28.83608482424185,12193713
2020-11-18 00:00:00+00:00,4498.398086784056,4593.23781564435,4492.4082091718265,4514.37109375,3082036,4726.6959375,4695.231817730402,31.464119769597342,0.961479916008103,53.682851097738585,-23.3683328925772,-5.707937278806156,25.144674852139808,9111677
2020-11-19 00:00:00+00:00,4478.432391810092,4520.361540373628,4445.488060795885,4455.47119140625,2857828,4720.29466796875,4691.235807291667,29.05886067708343,0.949743601564653,53.68298221692746,-36.37768382426293,-14.97383056839351,21.25095009971288,6253849
