Date,Open,High,Low,Close,Volume,sma_50,sma_200,sma_crossover,price_sma_ratio,rsi,macd,macd_hist,adx,obv
2020-11-06 00:00:00+00:00,338.08599796007417,342.4741287196941,332.3345484838144,336.88922119140625,25181766,312.9011608886719,313.18085494695924,-0.2796940582873617,1.0757018376760683,64.66355855804883,7.464550433255454,2.517042478328235,25.19541345203668,-73373281
2020-11-09 00:00:00+00:00,338.2855872493237,375.7343467263614,336.0915058972364,372.9917602539063,60284913,313.77579711914063,314.3310646644005,-0.5552675452598805,1.186620739035563,74.63310949292479,10.54193672838312,4.475543018764721,28.983381697542,-13088368
2020-11-10 00:00:00+00:00,367.0577457334766,376.232955225218,365.0631376209506,372.9418640136719,68395054,314.91172607421873,315.43692880306605,-0.5252027288473187,1.1823024825558943,78.22485167101865,12.828878009066957,5.409987439558844,32.396175381343774,-81483422
2020-11-11 00:00:00+00:00,376.6318068263319,387.801622534491,374.5873460321676,386.5549926757813,48667629,316.2511041259765,316.7539299858941,-0.5028258599175501,1.220363683231951,79.6834754317406,15.560390666305864,6.513200077438201,36.63473661392096,-32815793
2020-11-12 00:00:00+00:00,375.4849434052538,376.8313098471537,368.7032886068493,371.4957275390625,35335413,317.3531243896484,317.7492353959517,-0.396111006303272,1.1691475105396762,68.71795676531178,16.32182939635527,5.819711045990086,39.18889619392986,-68151206
2020-11-13 00:00:00+00:00,364.4647667921669,373.7396820169998,363.56716882467055,371.6952209472656,32413911,318.4092694091797,318.7125565665109,-0.3032871573312263,1.1662396516520614,69.81063169582895,16.74830845221811,4.996952081482341,40.61709552313396,-35737295
2020-11-16 00:00:00+00:00,375.03620347966864,392.4890256414592,375.03620347966864,387.7518310546875,35210109,319.7187292480469,319.9237719084087,-0.205042660361812,1.212013189084609,70.96429625258185,18.17244973301928,5.136874689826806,41.3085702151296,-527186
2020-11-17 00:00:00+00:00,381.02003664670826,383.5132970106713,369.401449437702,375.5847473144531,62942164,320.8217492675781,320.8834438981681,-0.0616946305899546,1.170470943442144,70.41107571582204,18.110542919804686,4.05997430128977,44.55490635708918,-63469350
2020-11-18 00:00:00+00:00,377.0307411508921,385.9566235597931,376.7814151666803,383.7625427246094,27815005,321.9606689453125,321.9491913359044,0.0114776094080752,1.1919972251901458,71.06722904698586,18.508012225135644,3.5659548852965823,47.42705972623016,-35654345
2020-11-19 00:00:00+00:00,379.972893060795,383.263984684836,377.37989610245234,382.8152160644531,64508333,323.1414782714844,322.9636250813802,0.1778531901042015,1.1853199132502663,70.49072511328075,18.532932064397983,2.872699779647135,50.21658604825647,-100162678
2020-11-20 00:00:00+00:00,378.1776788989276,385.6574586996556,376.8313124477362,379.8730773925781,30991008,324.298349609375,323.8965669225474,0.4017826868276302,1.1728221790119076,67.2877178517862,18.10655412914741,1.957057475517253,51.72523610478252,-131153686
2020-11-23 00:00:00+00:00,380.37175560053583,384.61029777980247,378.3771475161751,382.9647521972656,20461995,325.53301208496094,324.84927958826864,0.6837324966923006,1.178899804495967,64.4609021420788,17.81278417422078,1.3306300164724971,51.312897129451066,-110691691
2020-11-24 00:00:00+00:00,382.815149147803,398.5725402832031,381.6183721653638,398.5725402832031,43032871,327.065869140625,326.01949007548984,1.04637906513517,1.222542063945053,75.90594703657946,18.624693553436032,1.7140315165502005,52.91054370292021,-67658820
2020-11-25 00:00:00+00:00,407.69785763296784,410.7396530539135,394.1844007858411,397.2261657714844,38937656,328.6874841308594,327.13209438323975,1.5553897476196423,1.2142684028615318,74.40126177629033,18.94115457549396,1.6243940308864957,55.04026433465049,-106596476
2020-11-26 00:00:00+00:00,404.107626396042,405.0051939832152,392.9378084981156,396.7774353027344,25201454,330.42379089355467,328.20356116661657,2.2202297269381006,1.2089370203430103,73.80108413823814,18.93744434654508,1.2965470415500953,56.97076130428851,-131797930
2020-11-27 00:00:00+00:00,402.9108304045077,405.7032695302194,399.37041325205496,403.758544921875,101183532,332.43535400390624,329.3483336477569,3.0870203561493668,1.2259316464424592,65.91027451435882,19.27562377386369,1.3077811750949593,56.87728168977696,-30614398
