Date,Open,High,Low,Close,Volume,sma_50,sma_200,sma_crossover,price_sma_ratio,rsi,macd,macd_hist,adx,obv
2020-11-06 00:00:00+00:00,64.37684181,68.76844184,63.2789437,65.87397766,2130112,61.7378849784,61.62915188568628,0.1087330927137202,1.068876913675322,53.33333332220103,0.5342098828064579,-0.108649203968427,31.64870350133598,7280508
2020-11-09 00:00:00+00:00,66.77224911,67.87014702,65.27511351,67.57071686,2618553,61.95147605820001,61.74341275057692,0.2080633076230853,1.0943793653415868,61.363590323756455,0.8119006200839038,0.135233226647215,26.460977023070352,9899061
2020-11-10 00:00:00+00:00,67.57071569,74.85677851,65.92387265,73.75888062,3279626,62.23493362360001,61.97011969150944,0.2648139320905684,1.1902329862710552,73.71128173540532,1.513854852422824,0.6697499671889082,23.424588115178604,13178687
2020-11-11 00:00:00+00:00,74.25793731,79.54781258,73.7948188,79.14858246,3167950,62.65612800540001,62.28823937240741,0.3678886329925959,1.2706826081050129,79.35217486397516,2.4765148125467817,1.3059279418502925,20.560226768325887,16346637
2020-11-12 00:00:00+00:00,79.45932866,79.45932866,75.43146331,75.86569214,3008506,63.007672118600006,62.53510215,0.4725699686000055,1.2131697163942343,71.82334679772485,2.940630199509471,1.416034663050385,24.381773931255623,13338131
2020-11-13 00:00:00+00:00,74.76763792,78.16163095,74.66781616,74.66781616,1538490,63.351228332,62.75175775732144,0.5994705746785627,1.1898920257941026,67.77978493810946,3.1751848524345405,1.3204714527803638,27.51856412250446,11799641
2020-11-16 00:00:00+00:00,73.86923278,77.56269138,73.27029458,75.76587677,1428584,63.6488754268,62.98007563473684,0.6687997920631616,1.2030134293489338,68.12654101986612,3.410362878715631,1.2445195832491631,29.48182990311349,13228225
2020-11-17 00:00:00+00:00,76.86392061,77.9619751,74.56798227,77.9619751,1862843,63.992440719200005,63.2383842462069,0.7540564729931063,1.2328268033615395,76.28865325999762,3.730941964050203,1.2520789348669878,31.214507679324164,15091068
2020-11-18 00:00:00+00:00,78.66075047,78.86039399,76.56445542,77.36304474,1681057,64.34598556479999,63.47778527152543,0.8682002932745618,1.2187420277673608,76.56394994812263,3.891812136502651,1.1303592858555485,33.89729862243991,13410011
2020-11-19 00:00:00+00:00,76.76409275,78.26144173,76.56444165,76.86391449,1311788,64.6835591122,63.70088742516667,0.9826716870333314,1.2066380484933863,78.2594820184382,3.9336822273243257,0.9377835013417783,37.09405048577641,12098223
2020-11-20 00:00:00+00:00,79.35950895,79.35950895,76.96374867,77.86215973,951671,65.04109756439999,63.93303943016393,1.1080581342360605,1.2178704535868543,79.8867407094849,4.001290240961538,0.8043132119831924,40.85547669424584,13049894
